index,Send,Rec,item,counts,Send_grid,Rec_grid
3436,5013000731078100,2915500005093200,커튼/블라인드,3,50130,29155
3437,4377000154043400,5011000258068400,기타식품,28,43770,50110
3438,5011000535028300,2818500005024400,농산물,20,50110,28185
3439,5013000624091200,4822000196040200,농산물,4,50130,48220
3440,5013000731055200,2824500038034300,농산물,3,50130,28245
3441,5011000213090100,4519000444078400,농산물,3,50110,45190
3442,4122000032039400,5011000543041100,스킨케어,3,41220,50110
3443,4213000280087300,5011000376003400,가공식품,4,42130,50110
3444,5011000263065100,4313000628030100,가공식품,7,50110,43130
3445,5013000930047300,4117100020032300,농산물,4,50130,41171
3446,5013000803009300,1174000020056400,농산물,3,50130,11740
3447,5011000595017300,4136000323094300,음반,3,50110,41360
3448,5013000568007400,2817000007058200,농산물,4,50130,28170
3449,5011000078068400,1121500014045100,농산물,3,50110,11215
3450,5013000267042300,4157000224016400,농산물,3,50130,41570
3451,5013000624091200,1129000012004400,농산물,3,50130,11290
3452,5013000777078100,5013000866001100,가공식품,3,50130,50130
3453,5011000078068400,4413300201035300,농산물,3,50110,44133
3454,5011000972091200,1168000005085400,축산,12,50110,11680
3455,5011000424078200,1156000015050400,농산물,5,50110,11560
3456,5013000826031400,3114000016048300,농산물,5,50130,31140
3457,4119900005091100,5011000319057400,아우터,3,41199,50110
3458,5013000610049100,2623000027037100,농산물,3,50130,26230
3459,5013000731055200,4119700005001400,농산물,3,50130,41197
3460,5011000137030100,4119500005031200,농산물,3,50110,41195
3461,4155000406055200,5013000734063300,기타식품,4,41550,50130
3462,5013000907027300,2653000008033200,농산물,4,50130,26530
3463,5011000137030100,1150000039044200,농산물,3,50110,11500
3464,4150000196034300,5013000866003200,다이어트식품,8,41500,50130
3465,4146100146003300,5011000543088200,문구/사무용품,5,41461,50110
3466,5013000821028200,4729000108087400,농산물,3,50130,47290
3467,5011000078068400,1162000004011300,농산물,3,50110,11620
3468,5011000078068400,2818500023013400,농산물,3,50110,28185
3469,5011000078068400,4159000386054200,농산물,3,50110,41590
3470,5013000616057100,4115000036025300,농산물,4,50130,41150
3471,5011000213090100,4615000658039400,농산물,3,50110,46150
3472,5011000078068400,4887000445019100,농산물,3,50110,48870
3473,4131000019016300,5011000214078400,기타패션의류,3,41310,50110
3474,5011000374036400,4122000299085300,수산,4,50110,41220
3475,5011000266060300,2729000044010400,농산물,3,50110,27290
3476,4146100403068100,5013000809050200,아우터,3,41461,50130
3477,5011001108036200,4127300056048100,농산물,3,50110,41273
3478,1111000025091100,5011000309057300,주방용품,4,11110,50110
3479,5011000078068400,4831000334034400,농산물,3,50110,48310
3480,5011000214090100,4812100186076200,음료,4,50110,48121
3481,5013000610049100,1147000005048200,농산물,4,50130,11470
3482,5011001054058100,4146500029025300,농산물,3,50110,41465
3483,5011001027036200,4511100015048300,농산물,5,50110,45111
3484,5011000078068400,4812100089054200,농산물,5,50110,48121
3485,5013000670082100,1154500006037400,농산물,4,50130,11545
3486,5011000078068400,4113100026042200,농산물,5,50110,41131
3487,5011001027067200,1120000002025300,농산물,3,50110,11200
3488,4148000690015300,5013000467075100,문화컨텐츠,3,41480,50130
3489,5013000610049100,4146500039043200,농산물,4,50130,41465
3490,5013000691060200,1168000016083100,농산물,3,50130,11680
3491,4117300023055400,5011000262085200,기타디지털/가전,3,41173,50110
3492,5011000230014200,2871000192027300,농산물,6,50110,28710
3493,5013000777063100,4221000045061200,농산물,3,50130,42210
3494,4150000196034300,5013000861002100,다이어트식품,3,41500,50130
3495,4215000071019400,5011000373027200,기타식품,3,42150,50110
3496,5011000315056100,4167000318085100,농산물,3,50110,41670
3497,4157000153093300,5011000378017300,완구/매트,6,41570,50110
3498,4511300072012400,5011000315092100,하의,3,45113,50110
3499,4136000216029100,5013000946019100,반려동물,4,41360,50130
3500,4141000031030100,5011000374028100,건강식품,3,41410,50110
3501,4117300016031100,5011000321046400,기타스포츠/레저,3,41173,50110
3502,5013000814095400,4159000230016200,농산물,13,50130,41590
3503,5011000078068400,1174000016073400,농산물,6,50110,11740
3504,5013000610049100,4413300184079200,농산물,3,50130,44133
3505,5011000078068400,3020000045056200,농산물,3,50110,30200
3506,5011000263018300,2620000005054300,농산물,4,50110,26200
3507,5011000137030100,4729000126009300,농산물,3,50110,47290
3508,4148000699072200,5011000426017100,기타디지털/가전,3,41480,50110
3509,5011000213090100,4221000014068300,농산물,3,50110,42210
3510,5013000668021300,4574000132028400,농산물,10,50130,45740
3511,2820000053045100,5011000262050100,스킨케어,10,28200,50110
3512,5013000777063100,3020000136013100,농산물,3,50130,30200
3513,4127300065073100,5011000265032300,하의,3,41273,50110
3514,5011000078068400,1135000024093100,농산물,3,50110,11350
3515,5013000867013300,1144000018088300,농산물,7,50130,11440
3516,5011000230014200,4163000138089300,농산물,3,50110,41630
3517,5011000437099200,4115000044057100,축산,3,50110,41150
3518,4128100121065100,5011000115070300,문구/사무용품,3,41281,50110
3519,5013000670082100,4128500005076300,농산물,14,50130,41285
3520,5013000723077100,4377000368002400,농산물,5,50130,43770
3521,4150000241045200,5011000265027200,건강식품,4,41500,50110
3522,1117000009037100,5013000507085400,기타디지털/가전,3,11170,50130
3523,5011000173036300,4163000171033300,농산물,3,50110,41630
3524,5013000610049100,4615000693076100,농산물,3,50130,46150
3525,4137000004003200,5011000768077300,생활용품,10,41370,50110
3526,4117100027062200,5013000810091100,주방용품,4,41171,50130
3527,1156000025009100,5013000930029100,모자,3,11560,50130
3528,5011000630025300,4113500010046200,음료,3,50110,41135
3529,5011000078068400,4121000015020400,농산물,3,50110,41210
3530,5011000078068400,4611000047058200,농산물,3,50110,46110
3531,4146100129049200,5011000809075200,침구단품,3,41461,50110
3532,5013000316036200,4719000599012200,농산물,3,50130,47190
3533,4812100182084100,5011000313066100,기타디지털/가전,4,48121,50110
3534,5011000078068400,4139000035074100,농산물,3,50110,41390
3535,5011000972091200,4148000683022200,수산,11,50110,41480
3536,4148000514010200,5011000328026100,문화컨텐츠,3,41480,50110
3537,5013000858004400,4611000060010400,농산물,5,50130,46110
3538,5011000078068400,3114000060026400,농산물,3,50110,31140
3539,5013000731055200,4122000183090300,농산물,3,50130,41220
3540,5011000374034200,4375000010007100,기타식품,3,50110,43750
3541,1156000009012200,5011000216092100,건강식품,3,11560,50110
3542,1165000014095200,5011000314051400,문화컨텐츠,4,11650,50110
3543,2723000030095200,5011000422043400,기타식품,3,27230,50110
3544,5013000732089100,2644000162035200,농산물,6,50130,26440
3545,5013000733025400,1141000015084300,농산물,3,50130,11410
3546,4141000031030100,5011000429012200,색조메이크업,3,41410,50110
3547,5013000858004300,4272001245088300,농산물,4,50130,42720
3548,5011000137030100,4686000276065200,농산물,3,50110,46860
3549,4148000699072200,5011000626002300,음반,3,41480,50110
3550,5013000821028200,3611000277086100,농산물,3,50130,36110
3551,5013000618013100,4183000516077400,과자,20,50130,41830
3552,5011000078068400,1129000018027200,농산물,4,50110,11290
3553,5013000905030300,1168000009086300,농산물,3,50130,11680
3554,3023000012008100,5013000467010400,냉동/간편조리식품,3,30230,50130
3555,5011000373034400,2717000005100200,문화컨텐츠,4,50110,27170
3556,5011000213090100,2635000008032100,가공식품,3,50110,26350
3557,5011000078068400,2635000059050200,농산물,3,50110,26350
3558,3171000094054200,5011000767017100,건강식품,3,31710,50110
3559,5013000731079400,2638000008087300,농산물,3,50130,26380
3560,5011000685067100,4122000308001300,농산물,3,50110,41220
3561,5011000216083400,3017000006009200,농산물,3,50110,30170
3562,5013000610049100,2638000008068400,농산물,3,50130,26380
3563,4150000156006200,5011000263001100,스킨케어,4,41500,50110
3564,5011000525070400,1129000006061200,농산물,3,50110,11290
3565,5013000777063100,4137000037032200,농산물,3,50130,41370
3566,5013000734074400,4413300191099400,농산물,5,50130,44133
3567,1129000011014200,5011000078068400,농산물,3,11290,50110
3568,5013000731055200,4113500035077400,농산물,3,50130,41135
3569,4146100093097100,5011000320036400,상의,3,41461,50110
3570,5011000434080400,4159000662006300,음료,3,50110,41590
3571,5013000784090100,4137000018057100,농산물,3,50130,41370
3572,5013000354052200,1162000015082400,농산물,4,50130,11620
3573,4148000690015300,5013000777076300,문화컨텐츠,5,41480,50130
3574,5011000078068400,4511300069088300,농산물,4,50110,45113
3575,5011001070014400,3120000123065300,농산물,8,50110,31200
3576,5011000213069100,4148000690006400,기타식품,3,50110,41480
3577,4148000699072200,5011000218020400,음반,3,41480,50110
3578,5011000078068400,2817000012083100,농산물,3,50110,28170
3579,4711100112075100,5011000312025200,낚시,3,47111,50110
3580,5011001052013300,2915500008082300,음료,6,50110,29155
3581,5013000731055200,4481000205036400,농산물,3,50130,44810
3582,5013000670082100,1141000009056100,농산물,4,50130,11410
3583,5011000215038100,1159000005051200,농산물,3,50110,11590
3584,5011000579087200,1165000017022200,농산물,9,50110,11650
3585,5011000137030100,1126000015026300,농산물,3,50110,11260
3586,4146100166062300,5011000373027200,스킨케어,3,41461,50110
3587,5013000624091200,4511100023088400,농산물,3,50130,45111
3588,5011000270090100,4825000334097400,농산물,3,50110,48250
3589,4688000341095300,5011000264079100,이미용가전,3,46880,50110
3590,4471000327075100,5011000137030100,헬스,4,44710,50110
3591,5013000735022300,4825000258025400,농산물,3,50130,48250
3592,4141000031030100,5011000172055400,음향가전,4,41410,50110
3593,5013000056011100,4148000608001200,기타식품,4,50130,41480
3594,4141000031030100,5011000682042100,가공식품,3,41410,50110
3595,5011000595017300,4413300081090100,음반,3,50110,44133
3596,4148000690015300,5011000314062300,문화컨텐츠,3,41480,50110
3597,5013000733024100,4167000338041300,농산물,3,50130,41670
3598,5013000610049100,4111100019023400,농산물,3,50130,41111
3599,5013000525009200,4572000093055400,농산물,3,50130,45720
3600,4141000031030100,5011000475038400,가공식품,3,41410,50110
3601,5011000318041400,4833000340097200,기타패션의류,4,50110,48330
3602,5011000137030100,4790000536043300,농산물,3,50110,47900
3603,5011000078068400,2723000094077200,농산물,3,50110,27230
3604,5011000078068400,4117300019069300,농산물,3,50110,41173
3605,5013000766068200,1162000003039400,농산물,4,50130,11620
3606,5013000858004300,3114000002046300,농산물,3,50130,31140
3607,4141000031030100,5011000270018200,아우터,3,41410,50110
3608,5013000610049100,4115000054017200,농산물,3,50130,41150
3609,5011000582031200,2653000001097100,축산,11,50110,26530
3610,5011000595017300,2826000028003200,음반,3,50110,28260
3611,4146100114080400,5011000373022400,음료,11,41461,50110
3612,5011000199044400,4311100026072200,농산물,3,50110,43111
3613,5011000320010200,2723000050098400,음료,4,50110,27230
3614,5013000735022300,4113100019021400,농산물,3,50130,41131
3615,5011001128032200,4127100026076200,농산물,4,50110,41271
3616,4159000429094300,5013000866052300,가공식품,5,41590,50130
3617,4150000196034300,5011000319032100,다이어트식품,20,41500,50110
3618,5011000262060300,5011000374021200,가공식품,5,50110,50110
3619,5011000721082200,4136000097019300,농산물,3,50110,41360
3620,5013000922009200,4148000579010100,농산물,19,50130,41480
3621,5011000814048300,2647000006096200,농산물,11,50110,26470
3622,5011000078067300,4311100025014100,수산,17,50110,43111
3623,5013000731055200,2823700017060200,농산물,3,50130,28237
3624,5011000374036400,4511300085011200,수산,4,50110,45113
3625,5011000424078200,2626000007094100,농산물,3,50110,26260
3626,5011000486060300,4713000503090300,음료,5,50110,47130
3627,5011000078068400,4146300034027100,농산물,3,50110,41463
3628,5011000265076200,4833000405068100,농산물,6,50110,48330
3629,5013000732085200,1162000016055100,농산물,3,50130,11620
3630,5013000733024100,2717000006040100,농산물,4,50130,27170
3631,4127300065073100,5011000376043100,아우터,4,41273,50110
3632,5011000437099200,3017000001090400,농산물,10,50110,30170
3633,5013000664028400,4719000419080100,농산물,3,50130,47190
3634,2729000022081200,5011000371014400,음료,3,27290,50110
3635,5011000078068400,4311100046039200,농산물,3,50110,43111
3636,5011000427039300,1135000013091200,문화컨텐츠,12,50110,11350
3637,4146100166062300,5013000014013200,스킨케어,5,41461,50130
3638,4313000600011300,5011000594088100,아우터,3,43130,50110
3639,5013000610049100,4215000398063200,농산물,3,50130,42150
3640,5013000765096400,4613000336059100,농산물,3,50130,46130
3641,4128500028049400,5013000013036300,가공식품,4,41285,50130
3642,5011000595017300,1156000007020100,음반,5,50110,11560
3643,4111700004059100,5013000818088300,문화컨텐츠,4,41117,50130
3644,4137000019060200,5013000735098200,스킨케어,4,41370,50130
3645,5011000078068400,4812500020089100,농산물,3,50110,48125
3646,5011000078068400,4157000260005200,농산물,5,50110,41570
3647,5013000610049100,4213000333041200,농산물,3,50130,42130
3648,5011000078068400,1126000009017400,농산물,3,50110,11260
3649,5013000610049100,4111500002072200,농산물,7,50130,41115
3650,5011000078068400,4215000074079400,농산물,3,50110,42150
3651,5011000685067100,1130500019059400,농산물,3,50110,11305
3652,4157000101020200,5013000866007300,주방용품,3,41570,50130
3653,5011000370097100,5011000370097100,건강식품,15,50110,50110
3654,5013000821028200,4480000019011400,농산물,3,50130,44800
3655,5011000137030100,2771000100076300,농산물,3,50110,27710
3656,2635000056057100,5011000264011400,김치,6,26350,50110
3657,4146100166062300,5011000264062400,스킨케어,56,41461,50110
3658,5011000535028300,4375000123012100,농산물,4,50110,43750
3659,5013000610049100,1171000008050400,농산물,6,50130,11710
3660,5013000870018300,4159000343015200,농산물,10,50130,41590
3661,5011000375010100,2826000105037400,농산물,3,50110,28260
3662,4128700005019100,5013000634079200,문화컨텐츠,3,41287,50130
3663,5011000213090100,4128100033001400,농산물,3,50110,41281
3664,2723000088054300,5011000622067200,음료,3,27230,50110
3665,2641000059037400,5011000258063400,가공식품,8,26410,50110
3666,5013000354052200,2826000112013400,농산물,3,50130,28260
3667,5011000078068400,4139000102054100,농산물,3,50110,41390
3668,5013000610049100,3111000008096100,농산물,3,50130,31110
3669,5013000610049100,4413100267090100,농산물,3,50130,44131
3670,5013000691060200,1162000015082400,농산물,3,50130,11620
3671,5011000543038400,4150000178097300,건강식품,29,50110,41500
3672,5013000854017300,4155000525047300,농산물,3,50130,41550
3673,2623000010026200,5011000313044400,의료용품,5,26230,50110
3674,5011000595017300,1130500025047300,음반,3,50110,11305
3675,5013000731055200,1123000014029200,농산물,4,50130,11230
3676,5013000610049100,4413300201046100,농산물,3,50130,44133
3677,2626000012061400,5011000379031100,기타식품,4,26260,50110
3678,5013000818021200,1141000008083100,과자,3,50130,11410
3679,5013000768086300,1171000017015300,농산물,3,50130,11710
3680,5011000137030100,2653000038003200,농산물,3,50110,26530
3681,5011000140010200,4514000141078300,음료,4,50110,45140
3682,5011001070065300,2824500032046300,농산물,4,50110,28245
3683,5013000616057100,2820000032090300,농산물,3,50130,28200
3684,5011000078068400,2726000013032100,농산물,3,50110,27260
3685,5013000610049100,4113500022080400,농산물,4,50130,41135
3686,5013000824083200,4278000665063400,농산물,3,50130,42780
3687,5011000213090100,1153000009001300,농산물,21,50110,11530
3688,5011000137030100,4136000258098100,농산물,4,50110,41360
3689,5013000205030200,4613000367032300,농산물,3,50130,46130
3690,4141000031030100,5011000321011100,주방용품,3,41410,50110
3691,2629000008087100,5011000213041400,신발,3,26290,50110
3692,3020000034039400,5011000314059300,문구/사무용품,4,30200,50110
3693,5011000078068400,4161000248087300,농산물,5,50110,41610
3694,5013000571017300,4420000338053200,농산물,3,50130,44200
3695,5011000078068400,4420000429074400,농산물,4,50110,44200
3696,5011000078068400,4150000081011400,농산물,6,50110,41500
3697,5011000078068400,2820000013024200,농산물,3,50110,28200
3698,5011000078068400,1123000012054200,농산물,3,50110,11230
3699,5013000731055200,4831000309018400,농산물,4,50130,48310
3700,5011000310047200,1144000018010300,수산,6,50110,11440
3701,5013000731055200,1135000034028200,농산물,3,50130,11350
3702,5011000974097100,1174000012073300,농산물,3,50110,11740
3703,5011000078068400,4159000299034400,농산물,4,50110,41590
3704,4833000340097200,5013000866026400,기타패션의류,4,48330,50130
3705,5011000078068400,4113500070065300,농산물,4,50110,41135
3706,5011000078068400,4128500042005400,농산물,4,50110,41285
3707,4681000231068400,5013000412059400,농산물,3,46810,50130
3708,5013000828084200,4482500343072100,농산물,4,50130,44825
3709,5011000375010100,4825000338052300,농산물,7,50110,48250
3710,5013000902065100,1126000017007200,농산물,10,50130,11260
3711,5013000765096400,3020000117013100,농산물,3,50130,30200
3712,4159000429094300,5011000374003200,음료,8,41590,50110
3713,5013000783057100,4117300011081300,농산물,3,50130,41173
3714,5011000078068400,4831000236034100,농산물,3,50110,48310
3715,4825000340074400,5011000078068400,농산물,3,48250,50110
3716,4119900009063300,5013000853020200,건강식품,4,41199,50130
3717,5011000429027100,4615000625010400,농산물,3,50110,46150
3718,4122000053068300,5011000110082200,신발,4,41220,50110
3719,5011000078068400,1129000022078400,농산물,4,50110,11290
3720,5013000610049100,1171000006078100,농산물,3,50130,11710
3721,5011000349021200,4688000414039300,수산,3,50110,46880
3722,5011001074080300,4373000372033400,기타식품,5,50110,43730
3723,4374000113097200,5013000866035300,농산물,3,43740,50130
3724,5011000478099100,1121500003044100,농산물,6,50110,11215
3725,5013000571068100,4825000367066100,농산물,13,50130,48250
3726,5013000802049300,2723000075063200,농산물,3,50130,27230
3727,5013000821028200,1154500001013400,농산물,3,50130,11545
3728,5011000078068400,1159000001076100,농산물,3,50110,11590
3729,5013000671079300,4825000336057400,농산물,5,50130,48250
3730,4427000366060200,5011000266049400,건강식품,3,44270,50110
3731,4159000429094300,5011000313086400,생활용품,5,41590,50110
3732,4111700020066100,5011000184021200,기타패션의류,6,41117,50110
3733,5011000078068400,4213000256070200,농산물,3,50110,42130
3734,5013000616057100,2817000020095400,농산물,3,50130,28170
3735,5013000622057100,4715000245070400,농산물,6,50130,47150
3736,5013000205030200,4719000233001100,농산물,5,50130,47190
3737,5013000854017300,4480000225075300,농산물,8,50130,44800
3738,4148000690015300,5011000174031400,문화컨텐츠,3,41480,50110
3739,4148000568086300,5013000822066300,문화컨텐츠,3,41480,50130
3740,4127300065073100,5011000320046200,상의,3,41273,50110
3741,5011000437099200,2823700023091200,농산물,6,50110,28237
3742,5013000765096400,2820000033077300,농산물,3,50130,28200
3743,4161000402022400,5011000281025300,생활용품,3,41610,50110
3744,4148000589041200,5011000313089100,가공식품,16,41480,50110
3745,5013000622057100,4137000043008200,농산물,3,50130,41370
3746,5011000424078200,4812900019083200,농산물,4,50110,48129
3747,5011000213090100,2653000023054100,농산물,3,50110,26530
3748,5013000854017300,3023000053091100,농산물,5,50130,30230
3749,5011000685067100,2623000017093300,농산물,3,50110,26230
3750,5011000850094200,4122000188023100,음료,5,50110,41220
3751,5013000777063100,1174000017087200,농산물,3,50130,11740
3752,5013000821028200,4687000094084100,농산물,4,50130,46870
3753,5011000228004400,1171000008068300,기타식품,5,50110,11710
3754,4159000429094300,5011000035009100,냉동/간편조리식품,11,41590,50110
3755,5011000078068400,4122000066089400,농산물,3,50110,41220
3756,5011000084097300,4115000044016300,음료,4,50110,41150
3757,5011000626011200,4137000027048300,농산물,6,50110,41370
3758,5011000374033400,4615000570091100,기타패션의류,5,50110,46150
3759,5011000137030100,2726000002096200,농산물,4,50110,27260
3760,5013000610049100,1141000019068300,농산물,3,50130,11410
3761,5013000777063100,4719000502023200,농산물,4,50130,47190
3762,5011000078068400,4128100124035300,농산물,3,50110,41281
3763,5011000078068400,2729000012029300,농산물,3,50110,27290
3764,4141000019017100,5011000113021100,주방용품,5,41410,50110
3765,4146100353012300,5011000851091400,가공식품,3,41461,50110
3766,4148000690015300,5013000468052400,문화컨텐츠,9,41480,50130
3767,5011000137030100,4812500120012200,농산물,3,50110,48125
3768,5013000731025300,4113100026030400,농산물,3,50130,41131
3769,2653000003068200,5013000817081100,축산,4,26530,50130
3770,5013000733051400,3611000078092200,농산물,3,50130,36110
3771,4128500028057400,5011000258018400,카페트/러그,3,41285,50110
3772,4117300018005400,5011000169044300,기타패션의류,17,41173,50110
3773,5013000354052200,4817000525036300,농산물,3,50130,48170
3774,5013000610070300,4111700012037300,농산물,3,50130,41117
3775,5011000213090100,2714000159061200,농산물,4,50110,27140
3776,5013000740006400,1132000016017200,농산물,3,50130,11320
3777,5013000610049100,1141000008040200,농산물,3,50130,11410
3778,5011000349021200,4115000009094300,수산,5,50110,41150
3779,5013000777063100,2820000013060400,농산물,4,50130,28200
3780,2626000014086200,5011000265085400,의료용품,5,26260,50110
3781,1153000017005200,5011000373053400,가공식품,8,11530,50110
3782,5011000321079100,1171000008062200,농산물,4,50110,11710
3783,5013000610049100,1159000003049200,농산물,3,50130,11590
3784,5013000821028200,4623000396053200,농산물,7,50130,46230
3785,4141000031030100,5011000316024300,가공식품,19,41410,50110
3786,4157000306018300,5013000024040400,음료,3,41570,50130
3787,4511300072012400,5011000265065300,하의,3,45113,50110
3788,5013000821028200,1171000018025400,농산물,3,50130,11710
3789,5011001027004400,4725000677078100,농산물,4,50110,47250
3790,5013000759078100,4211000415099200,농산물,15,50130,42110
3791,4163000157038100,5011000373098100,수납가구,3,41630,50110
3792,5011000429098400,3020000033089200,농산물,3,50110,30200
3793,5011000078068400,3014000017063100,농산물,3,50110,30140
3794,4141000031030100,5011000435052100,아우터,3,41410,50110
3795,5013000731055200,4111100034004300,농산물,7,50130,41111
3796,5013000610049100,1168000029011400,농산물,3,50130,11680
3797,4150000222021400,5011000276099200,반려동물,3,41500,50110
3798,5011000078068400,1120000005092100,농산물,4,50110,11200
3799,5013000771032200,4128100125074300,농산물,4,50130,41281
3800,5011000078068400,1144000007011200,농산물,3,50110,11440
3801,5013000464091100,1156000026062200,농산물,3,50130,11560
3802,5013000821028200,4122000269037300,농산물,3,50130,41220
3803,5013000610049100,1126000009063200,농산물,3,50130,11260
3804,2714000107039100,5013000579067200,반려동물,3,27140,50130
3805,5011000078068400,4128700029005100,농산물,3,50110,41287
3806,5011000172088200,4113500046083400,음료,11,50110,41135
3807,5013000777063100,4155000363074300,농산물,6,50130,41550
3808,5013000610049100,1168000018065200,농산물,3,50130,11680
3809,5013000310080200,1121500010038400,농산물,5,50130,11215
3810,4148000626030400,5011001011020400,가공식품,3,41480,50110
3811,5011001054028400,1129000014086300,음료,4,50110,11290
3812,5011000137030100,4223000020069400,농산물,3,50110,42230
3813,5013000731055200,1165000003069300,농산물,4,50130,11650
3814,5011000265077200,4136000209092100,축산,9,50110,41360
3815,5011000078068400,2635000047011400,농산물,4,50110,26350
3816,5011000078068400,3114000013042400,농산물,5,50110,31140
3817,5011000525070400,4159000529095300,농산물,7,50110,41590
3818,4122000032039400,5013000851012100,스킨케어,4,41220,50130
3819,5011000137030100,4825000286062200,농산물,4,50110,48250
3820,3023000012008100,5013000740012300,냉동/간편조리식품,3,30230,50130
3821,5011000574010400,4825000448062400,농산물,3,50110,48250
3822,5011000078068400,4812100115076100,농산물,4,50110,48121
3823,5011001070065300,4139000011053100,농산물,4,50110,41390
3824,5011000435012100,1159000002038200,농산물,4,50110,11590
3825,4148000699072200,5011000199001400,문화컨텐츠,5,41480,50110
3826,5013000821028200,4825000363053300,농산물,3,50130,48250
3827,5011000137030100,4711300727069400,농산물,3,50110,47113
3828,5011000349021200,4514000400073100,수산,3,50110,45140
3829,4159000429094300,5011000213075400,가공식품,3,41590,50110
3830,4159000577037100,5011000349022400,농산물,3,41590,50110
3831,5013000622057100,2638000013068400,농산물,3,50130,26380
3832,5013000610049100,2626000006014100,농산물,3,50130,26260
3833,5011000213090100,4514000381078200,농산물,3,50110,45140
3834,5013000610049100,4127300025096200,농산물,5,50130,41273
3835,5011000429098400,4480000134048300,농산물,3,50110,44800
3836,5011000078068400,2820000033057100,농산물,5,50110,28200
3837,5011000213069100,4580000159037100,기타식품,3,50110,45800
3838,5011000078068400,4471000405033200,농산물,3,50110,44710
3839,5011000316067400,4145000048066200,농산물,10,50110,41450
3840,4119900005091100,5011000316039100,양말/스타킹,4,41199,50110
3841,4165000625092100,5013000861010100,DIY자재/용품,4,41650,50130
3842,5013000734059300,4579000588058400,농산물,3,50130,45790
3843,5011000101040100,4115000074054400,농산물,6,50110,41150
3844,5011000078068400,4122000328040300,농산물,4,50110,41220
3845,5011000212018400,4119500023013400,수산,3,50110,41195
3846,5011000078068400,1171000017014100,농산물,4,50110,11710
3847,5011000424031100,2611000002034300,농산물,7,50110,26110
3848,5013000821028200,1150000030003200,농산물,3,50130,11500
3849,5011000375010100,4725000719093400,기타식품,7,50110,47250
3850,5013000731055200,2635000055073200,농산물,6,50130,26350
3851,4671000342031300,5011000315057300,과자,3,46710,50110
3852,5013000620007400,4180000559008200,농산물,3,50130,41800
3853,5013000354052200,3023000012039300,농산물,4,50130,30230
3854,5013000777063100,2818500038099400,농산물,3,50130,28185
3855,5013000610049100,4115000045034300,농산물,3,50130,41150
3856,5011000316024300,4146500037015400,수산,6,50110,41465
3857,5013000691060200,1138000012046100,농산물,3,50130,11380
3858,5013000616057100,4127100015083100,농산물,4,50130,41271
3859,5011000263013100,3011000079012400,수산,5,50110,30110
3860,5011000137030100,2671000058078100,농산물,3,50110,26710
3861,4146100238100100,5011000315073100,침구단품,3,41461,50110
3862,5011000431012100,4157000196098300,하의,3,50110,41570
3863,3020000149062400,5011000265008400,문화컨텐츠,3,30200,50110
3864,2635000035072100,5011000264050300,상의,3,26350,50110
3865,5011000078068400,4111700018036400,농산물,3,50110,41117
3866,5013000821028200,4711100060086400,농산물,3,50130,47111
3867,4145000007068200,5011000137072400,음료,4,41450,50110
3868,5011000078068400,1141000013030300,농산물,3,50110,11410
3869,5013000622057100,2638000008087300,농산물,4,50130,26380
3870,4136000216029100,5011000265088400,반려동물,4,41360,50110
3871,5013000731055200,4128700029093100,농산물,3,50130,41287
3872,5013000610049100,1156000019100400,농산물,3,50130,11560
3873,5011000078068400,4141000017052400,농산물,3,50110,41410
3874,5011000485091400,4825000363100300,농산물,3,50110,48250
3875,5011000137030100,4518000530002200,농산물,3,50110,45180
3876,5013000610049100,1111000014053100,농산물,3,50130,11110
3877,2723000088054300,5011000488033200,음료,4,27230,50110
3878,5013000673010300,4511100014089400,농산물,4,50130,45111
3879,5011000224036300,2771000121006200,농산물,8,50110,27710
3880,5011000078068400,2920000091002300,농산물,3,50110,29200
3881,5011000685067100,4511300088054400,농산물,3,50110,45113
3882,5011000137030100,4146500033058200,농산물,3,50110,41465
3883,5011000137030100,4143000016013100,농산물,4,50110,41430
3884,4148000699072200,5013000775090100,음반,25,41480,50130
3885,5011000450085400,2826000124087300,수산,5,50110,28260
3886,5013000819029100,4812300016015400,농산물,6,50130,48123
3887,5013000777063100,4511100021030100,농산물,3,50130,45111
3888,5011000314061400,4128100016002300,농산물,4,50110,41281
3889,4136000216029100,5013000862019100,반려동물,3,41360,50130
3890,4148000534085100,5011000266024300,생활용품,10,41480,50110
3891,5013000813054200,2826000098027400,농산물,4,50130,28260
3892,4136000216029100,5013000882019400,반려동물,3,41360,50130
3893,5013000047092400,1120000004089300,기타패션의류,6,50130,11200
3894,5011000974075400,2914000032053300,농산물,3,50110,29140
3895,5011000437099200,1114000005059100,농산물,4,50110,11140
3896,5011000078068400,1126000010011400,농산물,4,50110,11260
3897,5013000777063100,4514000382082300,농산물,6,50130,45140
3898,4413300143027400,5011000214015400,신발,197,44133,50110
3899,5013000691060200,1141000008010200,농산물,3,50130,11410
3900,5013000731079400,4715000245070400,농산물,6,50130,47150
3901,5013000610070300,1132000016090100,농산물,4,50130,11320
3902,2729000026051300,5013000677057300,축산,3,27290,50130
3903,5013000610049100,4117300018013100,농산물,3,50130,41173
3904,5011000137030100,4159000298082100,농산물,3,50110,41590
3905,5013000731024200,4785000180067200,농산물,15,50130,47850
3906,4519000626011100,5013000907036300,다이어트식품,3,45190,50130
3907,5013000610049100,2823700005055200,농산물,3,50130,28237
3908,4150000213088200,5011000312093400,건강용품,4,41500,50110
3909,5013000821028200,4183000551032400,농산물,7,50130,41830
