,index,item,counts,Rec_grid,시군구명,longitude,lat
1221,9084,농산물,3,28110,중구,128.6061745,35.86952722
1222,9084,농산물,3,28110,중구,127.421381,36.32582989
1223,9084,농산물,3,28110,중구,129.0345083,35.10321667
1224,9084,농산물,3,28110,중구,126.9996417,37.56100278
1225,9084,농산물,3,28110,중구,129.3328162,35.56971228
1226,9084,농산물,3,28110,중구,126.6217617,37.47384843
1227,14054,농산물,3,28110,중구,128.6061745,35.86952722
1228,14054,농산물,3,28110,중구,127.421381,36.32582989
1229,14054,농산물,3,28110,중구,129.0345083,35.10321667
1230,14054,농산물,3,28110,중구,126.9996417,37.56100278
1231,14054,농산물,3,28110,중구,129.3328162,35.56971228
1232,14054,농산물,3,28110,중구,126.6217617,37.47384843
1233,2664,과자,6,28110,중구,128.6061745,35.86952722
1234,2664,과자,6,28110,중구,127.421381,36.32582989
1235,2664,과자,6,28110,중구,129.0345083,35.10321667
1236,2664,과자,6,28110,중구,126.9996417,37.56100278
1237,2664,과자,6,28110,중구,129.3328162,35.56971228
1238,2664,과자,6,28110,중구,126.6217617,37.47384843
1239,19395,농산물,3,28110,중구,128.6061745,35.86952722
1240,19395,농산물,3,28110,중구,127.421381,36.32582989
1241,19395,농산물,3,28110,중구,129.0345083,35.10321667
1242,19395,농산물,3,28110,중구,126.9996417,37.56100278
1243,19395,농산물,3,28110,중구,129.3328162,35.56971228
1244,19395,농산물,3,28110,중구,126.6217617,37.47384843
1245,85,농산물,10,28110,중구,128.6061745,35.86952722
1246,85,농산물,10,28110,중구,127.421381,36.32582989
1247,85,농산물,10,28110,중구,129.0345083,35.10321667
1248,85,농산물,10,28110,중구,126.9996417,37.56100278
1249,85,농산물,10,28110,중구,129.3328162,35.56971228
1250,85,농산물,10,28110,중구,126.6217617,37.47384843
1251,13805,농산물,3,28110,중구,128.6061745,35.86952722
1252,13805,농산물,3,28110,중구,127.421381,36.32582989
1253,13805,농산물,3,28110,중구,129.0345083,35.10321667
1254,13805,농산물,3,28110,중구,126.9996417,37.56100278
1255,13805,농산물,3,28110,중구,129.3328162,35.56971228
1256,13805,농산물,3,28110,중구,126.6217617,37.47384843
1257,27489,농산물,3,28110,중구,128.6061745,35.86952722
1258,27489,농산물,3,28110,중구,127.421381,36.32582989
1259,27489,농산물,3,28110,중구,129.0345083,35.10321667
1260,27489,농산물,3,28110,중구,126.9996417,37.56100278
1261,27489,농산물,3,28110,중구,129.3328162,35.56971228
1262,27489,농산물,3,28110,중구,126.6217617,37.47384843
1263,9686,농산물,3,28110,중구,128.6061745,35.86952722
1264,9686,농산물,3,28110,중구,127.421381,36.32582989
1265,9686,농산물,3,28110,중구,129.0345083,35.10321667
1266,9686,농산물,3,28110,중구,126.9996417,37.56100278
1267,9686,농산물,3,28110,중구,129.3328162,35.56971228
1268,9686,농산물,3,28110,중구,126.6217617,37.47384843
1269,13646,농산물,4,28110,중구,128.6061745,35.86952722
1270,13646,농산물,4,28110,중구,127.421381,36.32582989
1271,13646,농산물,4,28110,중구,129.0345083,35.10321667
1272,13646,농산물,4,28110,중구,126.9996417,37.56100278
1273,13646,농산물,4,28110,중구,129.3328162,35.56971228
1274,13646,농산물,4,28110,중구,126.6217617,37.47384843
1275,14982,농산물,3,28110,중구,128.6061745,35.86952722
1276,14982,농산물,3,28110,중구,127.421381,36.32582989
1277,14982,농산물,3,28110,중구,129.0345083,35.10321667
1278,14982,농산물,3,28110,중구,126.9996417,37.56100278
1279,14982,농산물,3,28110,중구,129.3328162,35.56971228
1280,14982,농산물,3,28110,중구,126.6217617,37.47384843
1281,28158,농산물,4,28110,중구,128.6061745,35.86952722
1282,28158,농산물,4,28110,중구,127.421381,36.32582989
1283,28158,농산물,4,28110,중구,129.0345083,35.10321667
1284,28158,농산물,4,28110,중구,126.9996417,37.56100278
1285,28158,농산물,4,28110,중구,129.3328162,35.56971228
1286,28158,농산물,4,28110,중구,126.6217617,37.47384843
1287,19530,농산물,4,28110,중구,128.6061745,35.86952722
1288,19530,농산물,4,28110,중구,127.421381,36.32582989
1289,19530,농산물,4,28110,중구,129.0345083,35.10321667
1290,19530,농산물,4,28110,중구,126.9996417,37.56100278
1291,19530,농산물,4,28110,중구,129.3328162,35.56971228
1292,19530,농산물,4,28110,중구,126.6217617,37.47384843
1293,6047,농산물,3,28110,중구,128.6061745,35.86952722
1294,6047,농산물,3,28110,중구,127.421381,36.32582989
1295,6047,농산물,3,28110,중구,129.0345083,35.10321667
1296,6047,농산물,3,28110,중구,126.9996417,37.56100278
1297,6047,농산물,3,28110,중구,129.3328162,35.56971228
1298,6047,농산물,3,28110,중구,126.6217617,37.47384843
1299,30895,음반,4,28110,중구,128.6061745,35.86952722
1300,30895,음반,4,28110,중구,127.421381,36.32582989
1301,30895,음반,4,28110,중구,129.0345083,35.10321667
1302,30895,음반,4,28110,중구,126.9996417,37.56100278
1303,30895,음반,4,28110,중구,129.3328162,35.56971228
1304,30895,음반,4,28110,중구,126.6217617,37.47384843
1305,436,농산물,7,28110,중구,128.6061745,35.86952722
1306,436,농산물,7,28110,중구,127.421381,36.32582989
1307,436,농산물,7,28110,중구,129.0345083,35.10321667
1308,436,농산물,7,28110,중구,126.9996417,37.56100278
1309,436,농산물,7,28110,중구,129.3328162,35.56971228
1310,436,농산물,7,28110,중구,126.6217617,37.47384843
1311,28283,농산물,10,28110,중구,128.6061745,35.86952722
1312,28283,농산물,10,28110,중구,127.421381,36.32582989
1313,28283,농산물,10,28110,중구,129.0345083,35.10321667
1314,28283,농산물,10,28110,중구,126.9996417,37.56100278
1315,28283,농산물,10,28110,중구,129.3328162,35.56971228
1316,28283,농산물,10,28110,중구,126.6217617,37.47384843
1317,13876,농산물,3,28110,중구,128.6061745,35.86952722
1318,13876,농산물,3,28110,중구,127.421381,36.32582989
1319,13876,농산물,3,28110,중구,129.0345083,35.10321667
1320,13876,농산물,3,28110,중구,126.9996417,37.56100278
1321,13876,농산물,3,28110,중구,129.3328162,35.56971228
1322,13876,농산물,3,28110,중구,126.6217617,37.47384843
1323,16898,농산물,4,28110,중구,128.6061745,35.86952722
1324,16898,농산물,4,28110,중구,127.421381,36.32582989
1325,16898,농산물,4,28110,중구,129.0345083,35.10321667
1326,16898,농산물,4,28110,중구,126.9996417,37.56100278
1327,16898,농산물,4,28110,중구,129.3328162,35.56971228
1328,16898,농산물,4,28110,중구,126.6217617,37.47384843
1329,14321,축산,6,28110,중구,128.6061745,35.86952722
1330,14321,축산,6,28110,중구,127.421381,36.32582989
1331,14321,축산,6,28110,중구,129.0345083,35.10321667
1332,14321,축산,6,28110,중구,126.9996417,37.56100278
1333,14321,축산,6,28110,중구,129.3328162,35.56971228
1334,14321,축산,6,28110,중구,126.6217617,37.47384843
1335,30530,농산물,5,28110,중구,128.6061745,35.86952722
1336,30530,농산물,5,28110,중구,127.421381,36.32582989
1337,30530,농산물,5,28110,중구,129.0345083,35.10321667
1338,30530,농산물,5,28110,중구,126.9996417,37.56100278
1339,30530,농산물,5,28110,중구,129.3328162,35.56971228
1340,30530,농산물,5,28110,중구,126.6217617,37.47384843
1341,22635,냉동/간편조리식품,3,28110,중구,128.6061745,35.86952722
1342,22635,냉동/간편조리식품,3,28110,중구,127.421381,36.32582989
1343,22635,냉동/간편조리식품,3,28110,중구,129.0345083,35.10321667
1344,22635,냉동/간편조리식품,3,28110,중구,126.9996417,37.56100278
1345,22635,냉동/간편조리식품,3,28110,중구,129.3328162,35.56971228
1346,22635,냉동/간편조리식품,3,28110,중구,126.6217617,37.47384843
1347,14815,농산물,5,28110,중구,128.6061745,35.86952722
1348,14815,농산물,5,28110,중구,127.421381,36.32582989
1349,14815,농산물,5,28110,중구,129.0345083,35.10321667
1350,14815,농산물,5,28110,중구,126.9996417,37.56100278
1351,14815,농산물,5,28110,중구,129.3328162,35.56971228
1352,14815,농산물,5,28110,중구,126.6217617,37.47384843
1353,22419,농산물,5,28110,중구,128.6061745,35.86952722
1354,22419,농산물,5,28110,중구,127.421381,36.32582989
1355,22419,농산물,5,28110,중구,129.0345083,35.10321667
1356,22419,농산물,5,28110,중구,126.9996417,37.56100278
1357,22419,농산물,5,28110,중구,129.3328162,35.56971228
1358,22419,농산물,5,28110,중구,126.6217617,37.47384843
1359,15233,농산물,4,28110,중구,128.6061745,35.86952722
1360,15233,농산물,4,28110,중구,127.421381,36.32582989
1361,15233,농산물,4,28110,중구,129.0345083,35.10321667
1362,15233,농산물,4,28110,중구,126.9996417,37.56100278
1363,15233,농산물,4,28110,중구,129.3328162,35.56971228
1364,15233,농산물,4,28110,중구,126.6217617,37.47384843
1365,11013,농산물,3,28110,중구,128.6061745,35.86952722
1366,11013,농산물,3,28110,중구,127.421381,36.32582989
1367,11013,농산물,3,28110,중구,129.0345083,35.10321667
1368,11013,농산물,3,28110,중구,126.9996417,37.56100278
1369,11013,농산물,3,28110,중구,129.3328162,35.56971228
1370,11013,농산물,3,28110,중구,126.6217617,37.47384843
1371,5395,농산물,4,28110,중구,128.6061745,35.86952722
1372,5395,농산물,4,28110,중구,127.421381,36.32582989
1373,5395,농산물,4,28110,중구,129.0345083,35.10321667
1374,5395,농산물,4,28110,중구,126.9996417,37.56100278
1375,5395,농산물,4,28110,중구,129.3328162,35.56971228
1376,5395,농산물,4,28110,중구,126.6217617,37.47384843
1377,12833,기타식품,3,28110,중구,128.6061745,35.86952722
1378,12833,기타식품,3,28110,중구,127.421381,36.32582989
1379,12833,기타식품,3,28110,중구,129.0345083,35.10321667
1380,12833,기타식품,3,28110,중구,126.9996417,37.56100278
1381,12833,기타식품,3,28110,중구,129.3328162,35.56971228
1382,12833,기타식품,3,28110,중구,126.6217617,37.47384843
1383,4480,기타식품,3,28110,중구,128.6061745,35.86952722
1384,4480,기타식품,3,28110,중구,127.421381,36.32582989
1385,4480,기타식품,3,28110,중구,129.0345083,35.10321667
1386,4480,기타식품,3,28110,중구,126.9996417,37.56100278
1387,4480,기타식품,3,28110,중구,129.3328162,35.56971228
1388,4480,기타식품,3,28110,중구,126.6217617,37.47384843
1389,26413,농산물,4,28110,중구,128.6061745,35.86952722
1390,26413,농산물,4,28110,중구,127.421381,36.32582989
1391,26413,농산물,4,28110,중구,129.0345083,35.10321667
1392,26413,농산물,4,28110,중구,126.9996417,37.56100278
1393,26413,농산물,4,28110,중구,129.3328162,35.56971228
1394,26413,농산물,4,28110,중구,126.6217617,37.47384843
1395,13974,농산물,5,28110,중구,128.6061745,35.86952722
1396,13974,농산물,5,28110,중구,127.421381,36.32582989
1397,13974,농산물,5,28110,중구,129.0345083,35.10321667
1398,13974,농산물,5,28110,중구,126.9996417,37.56100278
1399,13974,농산물,5,28110,중구,129.3328162,35.56971228
1400,13974,농산물,5,28110,중구,126.6217617,37.47384843
1401,20144,농산물,3,28110,중구,128.6061745,35.86952722
1402,20144,농산물,3,28110,중구,127.421381,36.32582989
1403,20144,농산물,3,28110,중구,129.0345083,35.10321667
1404,20144,농산물,3,28110,중구,126.9996417,37.56100278
1405,20144,농산물,3,28110,중구,129.3328162,35.56971228
1406,20144,농산물,3,28110,중구,126.6217617,37.47384843
1407,18882,농산물,3,28110,중구,128.6061745,35.86952722
1408,18882,농산물,3,28110,중구,127.421381,36.32582989
1409,18882,농산물,3,28110,중구,129.0345083,35.10321667
1410,18882,농산물,3,28110,중구,126.9996417,37.56100278
1411,18882,농산물,3,28110,중구,129.3328162,35.56971228
1412,18882,농산물,3,28110,중구,126.6217617,37.47384843
1413,29570,농산물,3,28110,중구,128.6061745,35.86952722
1414,29570,농산물,3,28110,중구,127.421381,36.32582989
1415,29570,농산물,3,28110,중구,129.0345083,35.10321667
1416,29570,농산물,3,28110,중구,126.9996417,37.56100278
1417,29570,농산물,3,28110,중구,129.3328162,35.56971228
1418,29570,농산물,3,28110,중구,126.6217617,37.47384843
1419,18572,농산물,3,28110,중구,128.6061745,35.86952722
1420,18572,농산물,3,28110,중구,127.421381,36.32582989
1421,18572,농산물,3,28110,중구,129.0345083,35.10321667
1422,18572,농산물,3,28110,중구,126.9996417,37.56100278
1423,18572,농산물,3,28110,중구,129.3328162,35.56971228
1424,18572,농산물,3,28110,중구,126.6217617,37.47384843
1425,2163,음료,3,28110,중구,128.6061745,35.86952722
1426,2163,음료,3,28110,중구,127.421381,36.32582989
1427,2163,음료,3,28110,중구,129.0345083,35.10321667
1428,2163,음료,3,28110,중구,126.9996417,37.56100278
1429,2163,음료,3,28110,중구,129.3328162,35.56971228
1430,2163,음료,3,28110,중구,126.6217617,37.47384843
1431,26520,농산물,3,28110,중구,128.6061745,35.86952722
1432,26520,농산물,3,28110,중구,127.421381,36.32582989
1433,26520,농산물,3,28110,중구,129.0345083,35.10321667
1434,26520,농산물,3,28110,중구,126.9996417,37.56100278
1435,26520,농산물,3,28110,중구,129.3328162,35.56971228
1436,26520,농산물,3,28110,중구,126.6217617,37.47384843
1437,4689,농산물,3,28110,중구,128.6061745,35.86952722
1438,4689,농산물,3,28110,중구,127.421381,36.32582989
1439,4689,농산물,3,28110,중구,129.0345083,35.10321667
1440,4689,농산물,3,28110,중구,126.9996417,37.56100278
1441,4689,농산물,3,28110,중구,129.3328162,35.56971228
1442,4689,농산물,3,28110,중구,126.6217617,37.47384843
1443,17893,농산물,4,28110,중구,128.6061745,35.86952722
1444,17893,농산물,4,28110,중구,127.421381,36.32582989
1445,17893,농산물,4,28110,중구,129.0345083,35.10321667
1446,17893,농산물,4,28110,중구,126.9996417,37.56100278
1447,17893,농산물,4,28110,중구,129.3328162,35.56971228
1448,17893,농산물,4,28110,중구,126.6217617,37.47384843
1449,18328,농산물,3,28110,중구,128.6061745,35.86952722
1450,18328,농산물,3,28110,중구,127.421381,36.32582989
1451,18328,농산물,3,28110,중구,129.0345083,35.10321667
1452,18328,농산물,3,28110,중구,126.9996417,37.56100278
1453,18328,농산물,3,28110,중구,129.3328162,35.56971228
1454,18328,농산물,3,28110,중구,126.6217617,37.47384843
1455,23365,농산물,3,28110,중구,128.6061745,35.86952722
1456,23365,농산물,3,28110,중구,127.421381,36.32582989
1457,23365,농산물,3,28110,중구,129.0345083,35.10321667
1458,23365,농산물,3,28110,중구,126.9996417,37.56100278
1459,23365,농산물,3,28110,중구,129.3328162,35.56971228
1460,23365,농산물,3,28110,중구,126.6217617,37.47384843
1461,4349,농산물,3,28110,중구,128.6061745,35.86952722
1462,4349,농산물,3,28110,중구,127.421381,36.32582989
1463,4349,농산물,3,28110,중구,129.0345083,35.10321667
1464,4349,농산물,3,28110,중구,126.9996417,37.56100278
1465,4349,농산물,3,28110,중구,129.3328162,35.56971228
1466,4349,농산물,3,28110,중구,126.6217617,37.47384843
1467,10519,농산물,5,28110,중구,128.6061745,35.86952722
1468,10519,농산물,5,28110,중구,127.421381,36.32582989
1469,10519,농산물,5,28110,중구,129.0345083,35.10321667
1470,10519,농산물,5,28110,중구,126.9996417,37.56100278
1471,10519,농산물,5,28110,중구,129.3328162,35.56971228
1472,10519,농산물,5,28110,중구,126.6217617,37.47384843
1473,27584,농산물,6,28110,중구,128.6061745,35.86952722
1474,27584,농산물,6,28110,중구,127.421381,36.32582989
1475,27584,농산물,6,28110,중구,129.0345083,35.10321667
1476,27584,농산물,6,28110,중구,126.9996417,37.56100278
1477,27584,농산물,6,28110,중구,129.3328162,35.56971228
1478,27584,농산물,6,28110,중구,126.6217617,37.47384843
1479,28072,농산물,3,28110,중구,128.6061745,35.86952722
1480,28072,농산물,3,28110,중구,127.421381,36.32582989
1481,28072,농산물,3,28110,중구,129.0345083,35.10321667
1482,28072,농산물,3,28110,중구,126.9996417,37.56100278
1483,28072,농산물,3,28110,중구,129.3328162,35.56971228
1484,28072,농산물,3,28110,중구,126.6217617,37.47384843
1485,30196,농산물,3,28110,중구,128.6061745,35.86952722
1486,30196,농산물,3,28110,중구,127.421381,36.32582989
1487,30196,농산물,3,28110,중구,129.0345083,35.10321667
1488,30196,농산물,3,28110,중구,126.9996417,37.56100278
1489,30196,농산물,3,28110,중구,129.3328162,35.56971228
1490,30196,농산물,3,28110,중구,126.6217617,37.47384843
1491,11606,농산물,5,28110,중구,128.6061745,35.86952722
1492,11606,농산물,5,28110,중구,127.421381,36.32582989
1493,11606,농산물,5,28110,중구,129.0345083,35.10321667
1494,11606,농산물,5,28110,중구,126.9996417,37.56100278
1495,11606,농산물,5,28110,중구,129.3328162,35.56971228
1496,11606,농산물,5,28110,중구,126.6217617,37.47384843
1497,20419,농산물,3,28110,중구,128.6061745,35.86952722
1498,20419,농산물,3,28110,중구,127.421381,36.32582989
1499,20419,농산물,3,28110,중구,129.0345083,35.10321667
1500,20419,농산물,3,28110,중구,126.9996417,37.56100278
1501,20419,농산물,3,28110,중구,129.3328162,35.56971228
1502,20419,농산물,3,28110,중구,126.6217617,37.47384843
1503,15588,농산물,4,28110,중구,128.6061745,35.86952722
1504,15588,농산물,4,28110,중구,127.421381,36.32582989
1505,15588,농산물,4,28110,중구,129.0345083,35.10321667
1506,15588,농산물,4,28110,중구,126.9996417,37.56100278
1507,15588,농산물,4,28110,중구,129.3328162,35.56971228
1508,15588,농산물,4,28110,중구,126.6217617,37.47384843
1509,16300,농산물,4,28110,중구,128.6061745,35.86952722
1510,16300,농산물,4,28110,중구,127.421381,36.32582989
1511,16300,농산물,4,28110,중구,129.0345083,35.10321667
1512,16300,농산물,4,28110,중구,126.9996417,37.56100278
1513,16300,농산물,4,28110,중구,129.3328162,35.56971228
1514,16300,농산물,4,28110,중구,126.6217617,37.47384843
1515,8066,농산물,3,28110,중구,128.6061745,35.86952722
1516,8066,농산물,3,28110,중구,127.421381,36.32582989
1517,8066,농산물,3,28110,중구,129.0345083,35.10321667
1518,8066,농산물,3,28110,중구,126.9996417,37.56100278
1519,8066,농산물,3,28110,중구,129.3328162,35.56971228
1520,8066,농산물,3,28110,중구,126.6217617,37.47384843
1521,5284,농산물,3,28110,중구,128.6061745,35.86952722
1522,5284,농산물,3,28110,중구,127.421381,36.32582989
1523,5284,농산물,3,28110,중구,129.0345083,35.10321667
1524,5284,농산물,3,28110,중구,126.9996417,37.56100278
1525,5284,농산물,3,28110,중구,129.3328162,35.56971228
1526,5284,농산물,3,28110,중구,126.6217617,37.47384843
1527,8104,농산물,3,28110,중구,128.6061745,35.86952722
1528,8104,농산물,3,28110,중구,127.421381,36.32582989
1529,8104,농산물,3,28110,중구,129.0345083,35.10321667
1530,8104,농산물,3,28110,중구,126.9996417,37.56100278
1531,8104,농산물,3,28110,중구,129.3328162,35.56971228
1532,8104,농산물,3,28110,중구,126.6217617,37.47384843
1533,10393,농산물,3,28110,중구,128.6061745,35.86952722
1534,10393,농산물,3,28110,중구,127.421381,36.32582989
1535,10393,농산물,3,28110,중구,129.0345083,35.10321667
1536,10393,농산물,3,28110,중구,126.9996417,37.56100278
1537,10393,농산물,3,28110,중구,129.3328162,35.56971228
1538,10393,농산물,3,28110,중구,126.6217617,37.47384843
1539,27801,농산물,4,28110,중구,128.6061745,35.86952722
1540,27801,농산물,4,28110,중구,127.421381,36.32582989
1541,27801,농산물,4,28110,중구,129.0345083,35.10321667
1542,27801,농산물,4,28110,중구,126.9996417,37.56100278
1543,27801,농산물,4,28110,중구,129.3328162,35.56971228
1544,27801,농산물,4,28110,중구,126.6217617,37.47384843
1545,9396,농산물,6,28110,중구,128.6061745,35.86952722
1546,9396,농산물,6,28110,중구,127.421381,36.32582989
1547,9396,농산물,6,28110,중구,129.0345083,35.10321667
1548,9396,농산물,6,28110,중구,126.9996417,37.56100278
1549,9396,농산물,6,28110,중구,129.3328162,35.56971228
1550,9396,농산물,6,28110,중구,126.6217617,37.47384843
1551,4561,농산물,3,28110,중구,128.6061745,35.86952722
1552,4561,농산물,3,28110,중구,127.421381,36.32582989
1553,4561,농산물,3,28110,중구,129.0345083,35.10321667
1554,4561,농산물,3,28110,중구,126.9996417,37.56100278
1555,4561,농산물,3,28110,중구,129.3328162,35.56971228
1556,4561,농산물,3,28110,중구,126.6217617,37.47384843
1557,24669,농산물,3,28110,중구,128.6061745,35.86952722
1558,24669,농산물,3,28110,중구,127.421381,36.32582989
1559,24669,농산물,3,28110,중구,129.0345083,35.10321667
1560,24669,농산물,3,28110,중구,126.9996417,37.56100278
1561,24669,농산물,3,28110,중구,129.3328162,35.56971228
1562,24669,농산물,3,28110,중구,126.6217617,37.47384843
1563,13143,농산물,3,28110,중구,128.6061745,35.86952722
1564,13143,농산물,3,28110,중구,127.421381,36.32582989
1565,13143,농산물,3,28110,중구,129.0345083,35.10321667
1566,13143,농산물,3,28110,중구,126.9996417,37.56100278
1567,13143,농산물,3,28110,중구,129.3328162,35.56971228
1568,13143,농산물,3,28110,중구,126.6217617,37.47384843
1569,25131,농산물,4,28110,중구,128.6061745,35.86952722
1570,25131,농산물,4,28110,중구,127.421381,36.32582989
1571,25131,농산물,4,28110,중구,129.0345083,35.10321667
1572,25131,농산물,4,28110,중구,126.9996417,37.56100278
1573,25131,농산물,4,28110,중구,129.3328162,35.56971228
1574,25131,농산물,4,28110,중구,126.6217617,37.47384843
1575,4194,농산물,3,30140,중구,128.6061745,35.86952722
1576,4194,농산물,3,30140,중구,127.421381,36.32582989
1577,4194,농산물,3,30140,중구,129.0345083,35.10321667
1578,4194,농산물,3,30140,중구,126.9996417,37.56100278
1579,4194,농산물,3,30140,중구,129.3328162,35.56971228
1580,4194,농산물,3,30140,중구,126.6217617,37.47384843
1581,11759,음료,3,30140,중구,128.6061745,35.86952722
1582,11759,음료,3,30140,중구,127.421381,36.32582989
1583,11759,음료,3,30140,중구,129.0345083,35.10321667
1584,11759,음료,3,30140,중구,126.9996417,37.56100278
1585,11759,음료,3,30140,중구,129.3328162,35.56971228
1586,11759,음료,3,30140,중구,126.6217617,37.47384843
1587,28319,농산물,3,30140,중구,128.6061745,35.86952722
1588,28319,농산물,3,30140,중구,127.421381,36.32582989
1589,28319,농산물,3,30140,중구,129.0345083,35.10321667
1590,28319,농산물,3,30140,중구,126.9996417,37.56100278
1591,28319,농산물,3,30140,중구,129.3328162,35.56971228
1592,28319,농산물,3,30140,중구,126.6217617,37.47384843
1593,6997,농산물,4,30140,중구,128.6061745,35.86952722
1594,6997,농산물,4,30140,중구,127.421381,36.32582989
1595,6997,농산물,4,30140,중구,129.0345083,35.10321667
1596,6997,농산물,4,30140,중구,126.9996417,37.56100278
1597,6997,농산물,4,30140,중구,129.3328162,35.56971228
1598,6997,농산물,4,30140,중구,126.6217617,37.47384843
1599,18705,농산물,4,30140,중구,128.6061745,35.86952722
1600,18705,농산물,4,30140,중구,127.421381,36.32582989
1601,18705,농산물,4,30140,중구,129.0345083,35.10321667
1602,18705,농산물,4,30140,중구,126.9996417,37.56100278
1603,18705,농산물,4,30140,중구,129.3328162,35.56971228
1604,18705,농산물,4,30140,중구,126.6217617,37.47384843
1605,45,농산물,3,30140,중구,128.6061745,35.86952722
1606,45,농산물,3,30140,중구,127.421381,36.32582989
1607,45,농산물,3,30140,중구,129.0345083,35.10321667
1608,45,농산물,3,30140,중구,126.9996417,37.56100278
1609,45,농산물,3,30140,중구,129.3328162,35.56971228
1610,45,농산물,3,30140,중구,126.6217617,37.47384843
1611,3793,농산물,3,30140,중구,128.6061745,35.86952722
1612,3793,농산물,3,30140,중구,127.421381,36.32582989
1613,3793,농산물,3,30140,중구,129.0345083,35.10321667
1614,3793,농산물,3,30140,중구,126.9996417,37.56100278
1615,3793,농산물,3,30140,중구,129.3328162,35.56971228
1616,3793,농산물,3,30140,중구,126.6217617,37.47384843
1617,18657,농산물,3,30140,중구,128.6061745,35.86952722
1618,18657,농산물,3,30140,중구,127.421381,36.32582989
1619,18657,농산물,3,30140,중구,129.0345083,35.10321667
1620,18657,농산물,3,30140,중구,126.9996417,37.56100278
1621,18657,농산물,3,30140,중구,129.3328162,35.56971228
1622,18657,농산물,3,30140,중구,126.6217617,37.47384843
1623,22082,농산물,3,30140,중구,128.6061745,35.86952722
1624,22082,농산물,3,30140,중구,127.421381,36.32582989
1625,22082,농산물,3,30140,중구,129.0345083,35.10321667
1626,22082,농산물,3,30140,중구,126.9996417,37.56100278
1627,22082,농산물,3,30140,중구,129.3328162,35.56971228
1628,22082,농산물,3,30140,중구,126.6217617,37.47384843
1629,28182,농산물,3,30140,중구,128.6061745,35.86952722
1630,28182,농산물,3,30140,중구,127.421381,36.32582989
1631,28182,농산물,3,30140,중구,129.0345083,35.10321667
1632,28182,농산물,3,30140,중구,126.9996417,37.56100278
1633,28182,농산물,3,30140,중구,129.3328162,35.56971228
1634,28182,농산물,3,30140,중구,126.6217617,37.47384843
1635,30677,농산물,5,30140,중구,128.6061745,35.86952722
1636,30677,농산물,5,30140,중구,127.421381,36.32582989
1637,30677,농산물,5,30140,중구,129.0345083,35.10321667
1638,30677,농산물,5,30140,중구,126.9996417,37.56100278
1639,30677,농산물,5,30140,중구,129.3328162,35.56971228
1640,30677,농산물,5,30140,중구,126.6217617,37.47384843
1641,11999,농산물,3,30140,중구,128.6061745,35.86952722
1642,11999,농산물,3,30140,중구,127.421381,36.32582989
1643,11999,농산물,3,30140,중구,129.0345083,35.10321667
1644,11999,농산물,3,30140,중구,126.9996417,37.56100278
1645,11999,농산물,3,30140,중구,129.3328162,35.56971228
1646,11999,농산물,3,30140,중구,126.6217617,37.47384843
1647,7245,수산,4,30140,중구,128.6061745,35.86952722
1648,7245,수산,4,30140,중구,127.421381,36.32582989
1649,7245,수산,4,30140,중구,129.0345083,35.10321667
1650,7245,수산,4,30140,중구,126.9996417,37.56100278
1651,7245,수산,4,30140,중구,129.3328162,35.56971228
1652,7245,수산,4,30140,중구,126.6217617,37.47384843
1653,7027,기타패션의류,5,30140,중구,128.6061745,35.86952722
1654,7027,기타패션의류,5,30140,중구,127.421381,36.32582989
1655,7027,기타패션의류,5,30140,중구,129.0345083,35.10321667
1656,7027,기타패션의류,5,30140,중구,126.9996417,37.56100278
1657,7027,기타패션의류,5,30140,중구,129.3328162,35.56971228
1658,7027,기타패션의류,5,30140,중구,126.6217617,37.47384843
1659,9815,농산물,3,30140,중구,128.6061745,35.86952722
1660,9815,농산물,3,30140,중구,127.421381,36.32582989
1661,9815,농산물,3,30140,중구,129.0345083,35.10321667
1662,9815,농산물,3,30140,중구,126.9996417,37.56100278
1663,9815,농산물,3,30140,중구,129.3328162,35.56971228
1664,9815,농산물,3,30140,중구,126.6217617,37.47384843
1665,15154,농산물,3,30140,중구,128.6061745,35.86952722
1666,15154,농산물,3,30140,중구,127.421381,36.32582989
1667,15154,농산물,3,30140,중구,129.0345083,35.10321667
1668,15154,농산물,3,30140,중구,126.9996417,37.56100278
1669,15154,농산물,3,30140,중구,129.3328162,35.56971228
1670,15154,농산물,3,30140,중구,126.6217617,37.47384843
1671,30491,농산물,3,30140,중구,128.6061745,35.86952722
1672,30491,농산물,3,30140,중구,127.421381,36.32582989
1673,30491,농산물,3,30140,중구,129.0345083,35.10321667
1674,30491,농산물,3,30140,중구,126.9996417,37.56100278
1675,30491,농산물,3,30140,중구,129.3328162,35.56971228
1676,30491,농산물,3,30140,중구,126.6217617,37.47384843
1677,25302,농산물,5,30140,중구,128.6061745,35.86952722
1678,25302,농산물,5,30140,중구,127.421381,36.32582989
1679,25302,농산물,5,30140,중구,129.0345083,35.10321667
1680,25302,농산물,5,30140,중구,126.9996417,37.56100278
1681,25302,농산물,5,30140,중구,129.3328162,35.56971228
1682,25302,농산물,5,30140,중구,126.6217617,37.47384843
1683,23321,농산물,3,30140,중구,128.6061745,35.86952722
1684,23321,농산물,3,30140,중구,127.421381,36.32582989
1685,23321,농산물,3,30140,중구,129.0345083,35.10321667
1686,23321,농산물,3,30140,중구,126.9996417,37.56100278
1687,23321,농산물,3,30140,중구,129.3328162,35.56971228
