,index,item,counts,Rec_grid,시군구명
10829,27688,농산물,3,41133,성남시 중원구
10830,22612,농산물,3,41133,성남시 중원구
10831,29885,농산물,3,41133,성남시 중원구
10832,18242,농산물,3,41133,성남시 중원구
10833,1657,농산물,4,41133,성남시 중원구
10834,26712,농산물,4,41133,성남시 중원구
10835,1415,농산물,3,41133,성남시 중원구
10836,31609,기타식품,7,41133,성남시 중원구
10837,15017,농산물,6,41133,성남시 중원구
10838,7744,농산물,3,41133,성남시 중원구
10839,21352,수산,6,41133,성남시 중원구
10840,6946,농산물,4,41133,성남시 중원구
10841,2665,농산물,3,41133,성남시 중원구
10842,31159,농산물,3,41133,성남시 중원구
10843,9237,냉동/간편조리식품,5,41133,성남시 중원구
10844,31344,농산물,5,41135,성남시 분당구
10845,10344,농산물,3,41135,성남시 분당구
10846,28763,농산물,5,41135,성남시 분당구
10847,7305,농산물,4,41135,성남시 분당구
10848,30749,농산물,3,41135,성남시 분당구
10849,13906,농산물,3,41135,성남시 분당구
10850,8731,농산물,3,41135,성남시 분당구
10851,11345,농산물,3,41135,성남시 분당구
10852,4914,농산물,3,41135,성남시 분당구
10853,19164,농산물,3,41135,성남시 분당구
10854,1604,농산물,4,41135,성남시 분당구
10855,21608,농산물,8,41135,성남시 분당구
10856,12794,농산물,3,41135,성남시 분당구
10857,2267,기타식품,8,41135,성남시 분당구
10858,20910,농산물,3,41135,성남시 분당구
10859,3295,농산물,4,41135,성남시 분당구
10860,12183,농산물,9,41135,성남시 분당구
10861,22353,농산물,3,41135,성남시 분당구
10862,16854,농산물,3,41135,성남시 분당구
10863,22588,농산물,3,41135,성남시 분당구
10864,12184,농산물,4,41135,성남시 분당구
10865,10548,농산물,3,41135,성남시 분당구
10866,8373,농산물,18,41135,성남시 분당구
10867,4504,농산물,4,41135,성남시 분당구
10868,12781,음반,3,41135,성남시 분당구
10869,5433,농산물,3,41135,성남시 분당구
10870,663,농산물,3,41135,성남시 분당구
10871,14540,농산물,3,41135,성남시 분당구
10872,6821,농산물,3,41135,성남시 분당구
10873,27716,농산물,3,41135,성남시 분당구
10874,7851,농산물,9,41135,성남시 분당구
10875,30253,수산,4,41135,성남시 분당구
10876,21581,농산물,3,41135,성남시 분당구
10877,11167,농산물,6,41135,성남시 분당구
10878,26830,농산물,3,41135,성남시 분당구
10879,26972,농산물,5,41135,성남시 분당구
10880,4476,농산물,3,41135,성남시 분당구
10881,27879,농산물,4,41135,성남시 분당구
10882,8665,농산물,3,41135,성남시 분당구
10883,28299,농산물,10,41135,성남시 분당구
10884,18241,농산물,3,41135,성남시 분당구
10885,1652,음료,5,41135,성남시 분당구
10886,3705,농산물,4,41135,성남시 분당구
10887,7205,수산,3,41135,성남시 분당구
10888,21178,농산물,3,41135,성남시 분당구
10889,16784,농산물,3,41135,성남시 분당구
10890,21325,농산물,3,41135,성남시 분당구
10891,29036,농산물,6,41135,성남시 분당구
10892,9509,농산물,7,41135,성남시 분당구
10893,15898,농산물,4,41135,성남시 분당구
10894,27559,농산물,15,41135,성남시 분당구
10895,8419,음료,3,41135,성남시 분당구
10896,17966,농산물,3,41135,성남시 분당구
10897,26932,농산물,3,41135,성남시 분당구
10898,20946,농산물,8,41135,성남시 분당구
10899,28798,농산물,3,41135,성남시 분당구
10900,20949,농산물,3,41135,성남시 분당구
10901,28784,농산물,3,41135,성남시 분당구
10902,24680,농산물,5,41135,성남시 분당구
10903,13863,농산물,3,41135,성남시 분당구
10904,23156,농산물,3,41135,성남시 분당구
10905,27886,농산물,3,41135,성남시 분당구
10906,27577,농산물,4,41135,성남시 분당구
10907,18589,농산물,3,41135,성남시 분당구
10908,21626,농산물,4,41135,성남시 분당구
10909,14456,농산물,3,41135,성남시 분당구
10910,18375,농산물,4,41135,성남시 분당구
10911,12394,농산물,8,41135,성남시 분당구
10912,19541,농산물,7,41135,성남시 분당구
10913,21746,농산물,3,41135,성남시 분당구
10914,8396,축산,13,41135,성남시 분당구
10915,30531,농산물,3,41135,성남시 분당구
10916,9295,농산물,3,41135,성남시 분당구
10917,8379,농산물,4,41135,성남시 분당구
10918,24294,농산물,3,41135,성남시 분당구
10919,26884,농산물,3,41135,성남시 분당구
10920,31002,농산물,7,41135,성남시 분당구
10921,1070,농산물,3,41135,성남시 분당구
10922,5414,기타식품,3,41135,성남시 분당구
10923,22183,농산물,3,41135,성남시 분당구
10924,28694,농산물,3,41135,성남시 분당구
10925,8394,농산물,4,41135,성남시 분당구
10926,29832,농산물,4,41135,성남시 분당구
10927,26066,농산물,3,41135,성남시 분당구
10928,9310,가공식품,3,41135,성남시 분당구
10929,3343,농산물,5,41135,성남시 분당구
10930,10578,농산물,3,41135,성남시 분당구
10931,5798,농산물,3,41135,성남시 분당구
10932,17209,농산물,4,41135,성남시 분당구
10933,30005,농산물,3,41135,성남시 분당구
10934,25528,농산물,8,41135,성남시 분당구
10935,16752,농산물,3,41135,성남시 분당구
10936,3806,음료,11,41135,성남시 분당구
10937,21367,농산물,4,41135,성남시 분당구
10938,15389,가공식품,3,41135,성남시 분당구
10939,17201,농산물,4,41135,성남시 분당구
10940,6005,농산물,3,41135,성남시 분당구
10941,2367,농산물,3,41135,성남시 분당구
10942,2188,농산물,3,41135,성남시 분당구
10943,24670,음반,4,41135,성남시 분당구
10944,6349,농산물,4,41135,성남시 분당구
10945,17417,농산물,7,41135,성남시 분당구
10946,12263,농산물,3,41135,성남시 분당구
10947,25408,농산물,3,41135,성남시 분당구
10948,26239,농산물,3,41135,성남시 분당구
10949,8110,농산물,4,41135,성남시 분당구
10950,15075,농산물,3,41135,성남시 분당구
10951,30562,기타식품,3,41135,성남시 분당구
10952,25459,농산물,4,41135,성남시 분당구
10953,19909,농산물,3,41135,성남시 분당구
10954,28771,농산물,4,41135,성남시 분당구
10955,22513,축산,44,41135,성남시 분당구
10956,15210,농산물,3,41135,성남시 분당구
10957,17385,농산물,3,41135,성남시 분당구
10958,23303,농산물,3,41135,성남시 분당구
10959,24894,수산,7,41135,성남시 분당구
10960,11080,음반,3,41135,성남시 분당구
10961,25645,농산물,3,41135,성남시 분당구
10962,7240,농산물,4,41135,성남시 분당구
10963,12828,농산물,4,41135,성남시 분당구
10964,29361,농산물,3,41135,성남시 분당구
10965,12242,농산물,4,41135,성남시 분당구
10966,8964,농산물,3,41135,성남시 분당구
10967,28184,농산물,3,41135,성남시 분당구
10968,12064,농산물,3,41135,성남시 분당구
10969,15690,농산물,4,41135,성남시 분당구
10970,10063,농산물,3,41135,성남시 분당구
10971,30691,농산물,5,41135,성남시 분당구
10972,13179,농산물,3,41135,성남시 분당구
10973,30033,농산물,3,41135,성남시 분당구
10974,7321,농산물,6,41135,성남시 분당구
10975,22826,농산물,3,41135,성남시 분당구
10976,3685,농산물,4,41135,성남시 분당구
10977,15687,농산물,5,41135,성남시 분당구
10978,20830,농산물,3,41135,성남시 분당구
10979,10202,농산물,4,41135,성남시 분당구
10980,1283,농산물,3,41135,성남시 분당구
10981,19022,축산,11,41135,성남시 분당구
10982,19674,농산물,8,41135,성남시 분당구
10983,10764,농산물,4,41135,성남시 분당구
10984,21850,농산물,3,41135,성남시 분당구
10985,13024,농산물,3,41135,성남시 분당구
10986,1961,음료,8,41135,성남시 분당구
10987,5126,농산물,3,41135,성남시 분당구
10988,22799,농산물,3,41135,성남시 분당구
10989,20457,농산물,3,41135,성남시 분당구
10990,19321,농산물,3,41135,성남시 분당구
10991,13768,농산물,4,41135,성남시 분당구
10992,2759,농산물,5,41135,성남시 분당구
10993,6947,농산물,4,41135,성남시 분당구
10994,9220,농산물,3,41135,성남시 분당구
10995,3528,음료,3,41135,성남시 분당구
10996,21004,농산물,3,41135,성남시 분당구
10997,28914,농산물,3,41135,성남시 분당구
10998,8054,기타식품,6,41135,성남시 분당구
10999,18291,농산물,3,41135,성남시 분당구
11000,23131,농산물,3,41135,성남시 분당구
11001,20796,농산물,3,41135,성남시 분당구
11002,16397,기타식품,4,41135,성남시 분당구
11003,10088,농산물,3,41135,성남시 분당구
11004,20759,농산물,3,41135,성남시 분당구
11005,11319,농산물,3,41135,성남시 분당구
11006,17069,농산물,3,41135,성남시 분당구
11007,25233,농산물,3,41135,성남시 분당구
11008,3568,농산물,3,41135,성남시 분당구
11009,9001,농산물,3,41135,성남시 분당구
11010,7605,농산물,3,41135,성남시 분당구
11011,9389,수산,3,41135,성남시 분당구
11012,14138,농산물,3,41135,성남시 분당구
11013,25675,농산물,3,41135,성남시 분당구
11014,5971,농산물,3,41135,성남시 분당구
11015,390,농산물,3,41135,성남시 분당구
11016,22077,농산물,6,41135,성남시 분당구
11017,30500,농산물,4,41135,성남시 분당구
11018,3184,농산물,4,41135,성남시 분당구
11019,29605,축산,4,41135,성남시 분당구
11020,29350,농산물,5,41135,성남시 분당구
11021,13619,농산물,3,41135,성남시 분당구
11022,21475,농산물,7,41135,성남시 분당구
11023,346,농산물,3,41135,성남시 분당구
11024,20241,농산물,3,41135,성남시 분당구
11025,28626,농산물,3,41135,성남시 분당구
11026,14608,농산물,4,41135,성남시 분당구
11027,10750,농산물,3,41135,성남시 분당구
11028,19471,농산물,3,41135,성남시 분당구
11029,25379,농산물,3,41135,성남시 분당구
11030,27055,음료,3,41135,성남시 분당구
11031,24432,기타식품,3,41135,성남시 분당구
11032,30199,농산물,3,41135,성남시 분당구
11033,9583,농산물,3,41135,성남시 분당구
11034,15261,농산물,3,41135,성남시 분당구
11035,29232,농산물,3,41135,성남시 분당구
11036,19414,농산물,3,41135,성남시 분당구
11037,5529,농산물,3,41135,성남시 분당구
11038,22528,농산물,3,41135,성남시 분당구
11039,31433,농산물,4,41135,성남시 분당구
11040,8812,농산물,10,41135,성남시 분당구
11041,17392,축산,15,41135,성남시 분당구
11042,28916,농산물,3,41135,성남시 분당구
11043,19974,농산물,3,41135,성남시 분당구
11044,26908,농산물,3,41135,성남시 분당구
11045,20485,농산물,3,41135,성남시 분당구
11046,20451,가공식품,4,41135,성남시 분당구
11047,23454,농산물,4,41135,성남시 분당구
11048,12222,농산물,3,41135,성남시 분당구
11049,15048,농산물,3,41135,성남시 분당구
11050,11453,농산물,3,41135,성남시 분당구
11051,16230,농산물,3,41135,성남시 분당구
11052,22266,농산물,3,41135,성남시 분당구
11053,27423,농산물,5,41135,성남시 분당구
11054,31099,농산물,3,41135,성남시 분당구
11055,15940,농산물,7,41135,성남시 분당구
11056,12627,건강식품,8,41135,성남시 분당구
11057,43,농산물,3,41135,성남시 분당구
11058,8221,음반,3,41135,성남시 분당구
11059,14196,농산물,3,41135,성남시 분당구
11060,20268,농산물,3,41135,성남시 분당구
11061,6113,수산,4,41135,성남시 분당구
11062,12642,농산물,3,41135,성남시 분당구
11063,31094,농산물,5,41135,성남시 분당구
11064,11915,농산물,3,41135,성남시 분당구
11065,31567,농산물,3,41135,성남시 분당구
11066,24534,농산물,3,41135,성남시 분당구
11067,29003,음반,3,41135,성남시 분당구
11068,27810,농산물,5,41135,성남시 분당구
11069,10512,농산물,4,41135,성남시 분당구
11070,17026,농산물,4,41135,성남시 분당구
11071,7385,농산물,3,41135,성남시 분당구
11072,26516,음료,3,41135,성남시 분당구
11073,24656,농산물,3,41135,성남시 분당구
11074,4048,농산물,5,41135,성남시 분당구
11075,23065,농산물,3,41135,성남시 분당구
11076,30401,농산물,4,41135,성남시 분당구
11077,26454,농산물,4,41135,성남시 분당구
11078,16312,농산물,3,41135,성남시 분당구
11079,5874,농산물,8,41135,성남시 분당구
11080,28170,농산물,3,41135,성남시 분당구
11081,14272,농산물,3,41135,성남시 분당구
11082,7825,농산물,3,41135,성남시 분당구
11083,9640,농산물,3,41135,성남시 분당구
11084,8579,농산물,3,41135,성남시 분당구
11085,20763,농산물,3,41135,성남시 분당구
11086,4197,농산물,3,41135,성남시 분당구
11087,17251,농산물,3,41135,성남시 분당구
11088,1704,농산물,3,41135,성남시 분당구
11089,1988,농산물,3,41135,성남시 분당구
11090,31410,농산물,3,41135,성남시 분당구
11091,8741,음반,3,41135,성남시 분당구
11092,9617,농산물,3,41135,성남시 분당구
11093,30717,농산물,3,41135,성남시 분당구
11094,27325,농산물,3,41135,성남시 분당구
11095,18875,농산물,3,41135,성남시 분당구
11096,13490,농산물,3,41135,성남시 분당구
11097,7225,농산물,3,41135,성남시 분당구
11098,3032,농산물,3,41135,성남시 분당구
11099,1999,농산물,3,41135,성남시 분당구
11100,9418,농산물,3,41135,성남시 분당구
11101,17523,농산물,4,41135,성남시 분당구
11102,13494,농산물,3,41135,성남시 분당구
11103,3027,농산물,5,41135,성남시 분당구
11104,30892,농산물,3,41135,성남시 분당구
11105,9493,농산물,3,41135,성남시 분당구
11106,19645,농산물,3,41135,성남시 분당구
11107,161,가공식품,5,41150,의정부시
11108,2667,음료,10,41150,의정부시
11109,7978,농산물,3,41150,의정부시
11110,6921,농산물,4,41150,의정부시
11111,24715,농산물,4,41150,의정부시
11112,817,기타식품,3,41150,의정부시
11113,19767,농산물,4,41150,의정부시
11114,17881,음료,3,41150,의정부시
11115,12955,농산물,3,41150,의정부시
11116,2751,농산물,3,41150,의정부시
11117,2373,수산,6,41150,의정부시
11118,2825,농산물,3,41150,의정부시
11119,16607,음반,3,41150,의정부시
11120,8996,농산물,5,41150,의정부시
11121,21817,농산물,5,41150,의정부시
11122,26009,농산물,3,41150,의정부시
11123,11223,농산물,3,41150,의정부시
11124,29785,농산물,3,41150,의정부시
11125,29027,농산물,3,41150,의정부시
11126,28011,농산물,3,41150,의정부시
11127,10225,농산물,3,41150,의정부시
11128,19623,농산물,3,41150,의정부시
11129,19792,농산물,3,41150,의정부시
11130,24185,농산물,4,41150,의정부시
11131,18763,농산물,4,41150,의정부시
11132,30000,농산물,3,41150,의정부시
11133,3843,농산물,6,41150,의정부시
11134,24232,농산물,3,41150,의정부시
11135,28049,농산물,4,41150,의정부시
11136,9279,농산물,5,41150,의정부시
11137,5951,농산물,3,41150,의정부시
11138,20975,농산물,3,41150,의정부시
11139,5855,농산물,8,41150,의정부시
11140,31467,농산물,3,41150,의정부시
11141,5927,농산물,3,41150,의정부시
11142,16645,농산물,4,41150,의정부시
11143,20990,농산물,4,41150,의정부시
11144,30974,농산물,3,41150,의정부시
11145,5992,농산물,3,41150,의정부시
11146,792,농산물,4,41150,의정부시
11147,5895,수산,3,41150,의정부시
11148,17759,농산물,3,41150,의정부시
11149,3855,농산물,3,41150,의정부시
11150,24819,농산물,3,41150,의정부시
11151,18947,농산물,4,41150,의정부시
11152,6580,농산물,3,41150,의정부시
11153,2495,농산물,4,41150,의정부시
11154,9556,농산물,3,41150,의정부시
11155,10064,농산물,3,41150,의정부시
11156,3470,농산물,4,41150,의정부시
11157,4610,농산물,3,41150,의정부시
11158,2572,농산물,3,41150,의정부시
11159,10065,음료,8,41150,의정부시
11160,21958,농산물,3,41150,의정부시
11161,18758,농산물,3,41150,의정부시
11162,2413,농산물,9,41150,의정부시
11163,885,수산,3,41150,의정부시
11164,23174,농산물,4,41150,의정부시
11165,28506,수산,5,41150,의정부시
11166,4411,농산물,3,41150,의정부시
11167,9586,농산물,4,41150,의정부시
11168,27572,농산물,5,41150,의정부시
11169,15157,농산물,3,41150,의정부시
11170,2418,농산물,3,41150,의정부시
11171,30010,농산물,5,41150,의정부시
11172,10451,농산물,3,41150,의정부시
11173,15498,농산물,3,41150,의정부시
11174,5144,농산물,3,41150,의정부시
11175,10452,농산물,3,41150,의정부시
11176,21497,농산물,3,41150,의정부시
11177,5156,농산물,3,41150,의정부시
11178,13689,농산물,3,41150,의정부시
11179,15265,농산물,5,41150,의정부시
11180,24932,농산물,5,41150,의정부시
11181,21484,농산물,3,41150,의정부시
11182,12518,농산물,4,41150,의정부시
11183,13702,농산물,3,41150,의정부시
11184,7273,농산물,7,41150,의정부시
11185,14168,취미용품,3,41150,의정부시
11186,341,농산물,4,41150,의정부시
11187,16295,농산물,3,41150,의정부시
11188,25352,농산물,3,41150,의정부시
11189,11729,농산물,3,41150,의정부시
11190,13698,농산물,3,41150,의정부시
11191,20718,농산물,3,41150,의정부시
11192,13654,농산물,3,41150,의정부시
11193,27440,농산물,3,41150,의정부시
11194,18889,농산물,10,41150,의정부시
11195,9158,농산물,3,41150,의정부시
11196,24519,농산물,3,41150,의정부시
11197,19853,농산물,4,41150,의정부시
11198,27036,농산물,3,41150,의정부시
11199,29369,농산물,10,41150,의정부시
11200,12161,농산물,5,41150,의정부시
11201,30311,농산물,3,41150,의정부시
11202,3756,음료,4,41150,의정부시
11203,5582,농산물,3,41150,의정부시
11204,13605,음반,4,41150,의정부시
11205,19143,농산물,3,41150,의정부시
11206,10865,농산물,3,41150,의정부시
11207,18043,농산물,3,41150,의정부시
11208,6386,농산물,7,41150,의정부시
11209,10856,과자,8,41150,의정부시
11210,31136,농산물,3,41150,의정부시
11211,29909,농산물,4,41150,의정부시
11212,5128,농산물,3,41150,의정부시
11213,22649,농산물,3,41150,의정부시
11214,7596,농산물,4,41150,의정부시
11215,10759,농산물,3,41150,의정부시
11216,30,농산물,3,41150,의정부시
11217,26523,농산물,5,41150,의정부시
11218,4014,농산물,4,41150,의정부시
11219,7071,수산,3,41150,의정부시
11220,16155,농산물,3,41150,의정부시
11221,8159,농산물,3,41150,의정부시
11222,11799,농산물,3,41150,의정부시
11223,11805,기타식품,3,41150,의정부시
11224,6712,농산물,3,41150,의정부시
11225,4017,농산물,3,41150,의정부시
11226,28672,농산물,3,41150,의정부시
11227,18212,농산물,5,41150,의정부시
11228,27712,농산물,4,41150,의정부시
11229,5382,농산물,3,41150,의정부시
11230,3958,농산물,4,41150,의정부시
11231,1514,농산물,3,41150,의정부시
11232,6702,농산물,3,41150,의정부시
11233,5402,농산물,3,41150,의정부시
11234,23729,농산물,3,41150,의정부시
11235,7082,농산물,4,41150,의정부시
11236,3608,농산물,3,41150,의정부시
11237,5306,농산물,4,41150,의정부시
11238,19030,농산물,3,41150,의정부시
11239,22409,농산물,4,41150,의정부시
11240,1387,농산물,4,41150,의정부시
11241,5223,농산물,3,41150,의정부시
11242,12331,농산물,3,41150,의정부시
11243,31194,농산물,3,41150,의정부시
11244,16221,수산,5,41150,의정부시
11245,12444,농산물,3,41150,의정부시
11246,13830,농산물,3,41150,의정부시
11247,16211,농산물,3,41150,의정부시
11248,26518,농산물,3,41150,의정부시
11249,21447,농산물,3,41150,의정부시
11250,23798,농산물,4,41150,의정부시
11251,1638,농산물,3,41150,의정부시
11252,7701,농산물,3,41150,의정부시
11253,14089,농산물,3,41150,의정부시
11254,22615,농산물,3,41150,의정부시
11255,21433,농산물,3,41150,의정부시
11256,6238,농산물,3,41150,의정부시
11257,25647,농산물,7,41150,의정부시
11258,21301,농산물,3,41150,의정부시
11259,27858,농산물,3,41150,의정부시
11260,6655,농산물,4,41150,의정부시
11261,21622,농산물,3,41150,의정부시
11262,2923,농산물,3,41150,의정부시
11263,28538,수산,5,41150,의정부시
11264,7860,문화컨텐츠,3,41150,의정부시
11265,2218,농산물,3,41150,의정부시
11266,26269,농산물,6,41150,의정부시
11267,30430,음료,4,41150,의정부시
11268,6356,농산물,3,41150,의정부시
11269,17938,농산물,4,41150,의정부시
11270,21980,농산물,3,41150,의정부시
11271,13319,농산물,3,41150,의정부시
11272,2199,농산물,7,41150,의정부시
11273,26997,농산물,3,41150,의정부시
11274,4864,농산물,3,41150,의정부시
11275,21628,농산물,4,41150,의정부시
11276,26599,농산물,3,41150,의정부시
11277,17250,농산물,4,41150,의정부시
11278,17951,농산물,5,41150,의정부시
11279,16520,농산물,5,41150,의정부시
11280,13348,농산물,3,41150,의정부시
11281,2227,농산물,5,41150,의정부시
11282,7329,농산물,10,41150,의정부시
11283,8701,농산물,9,41150,의정부시
11284,1081,냉동/간편조리식품,10,41150,의정부시
11285,16585,농산물,3,41150,의정부시
11286,24023,농산물,3,41150,의정부시
11287,25798,농산물,3,41150,의정부시
11288,28073,농산물,4,41150,의정부시
11289,2864,농산물,3,41150,의정부시
11290,29861,농산물,6,41150,의정부시
11291,20409,농산물,3,41150,의정부시
11292,21700,가공식품,3,41150,의정부시
11293,28782,농산물,3,41150,의정부시
11294,12188,농산물,4,41150,의정부시
11295,6550,농산물,3,41150,의정부시
11296,21115,농산물,5,41150,의정부시
11297,20285,음반,3,41150,의정부시
11298,26424,농산물,3,41150,의정부시
11299,7530,농산물,3,41150,의정부시
11300,21698,농산물,3,41150,의정부시
11301,7330,농산물,4,41150,의정부시
11302,25205,농산물,3,41150,의정부시
11303,8703,농산물,3,41150,의정부시
11304,8702,음료,33,41150,의정부시
11305,28931,농산물,4,41150,의정부시
11306,6075,농산물,5,41150,의정부시
11307,6940,농산물,3,41150,의정부시
11308,27284,농산물,3,41150,의정부시
11309,6645,농산물,3,41150,의정부시
11310,20011,농산물,3,41150,의정부시
11311,2025,농산물,3,41150,의정부시
11312,6637,음반,4,41150,의정부시
11313,2066,농산물,3,41150,의정부시
11314,11628,농산물,3,41150,의정부시
11315,29608,농산물,4,41150,의정부시
11316,13460,농산물,3,41150,의정부시
11317,3517,축산,3,41150,의정부시
11318,2110,농산물,5,41150,의정부시
11319,22761,농산물,6,41150,의정부시
11320,2113,농산물,3,41150,의정부시
11321,20007,농산물,6,41150,의정부시
11322,27281,농산물,6,41150,의정부시
11323,21603,농산물,3,41150,의정부시
11324,30245,농산물,3,41150,의정부시
11325,3778,수산,5,41150,의정부시
11326,31520,농산물,3,41150,의정부시
11327,27185,농산물,6,41150,의정부시
11328,30840,수산,10,41150,의정부시
11329,27336,농산물,6,41150,의정부시
11330,14297,농산물,3,41150,의정부시
11331,23897,농산물,5,41150,의정부시
11332,14252,농산물,3,41150,의정부시
11333,25898,농산물,4,41150,의정부시
11334,23333,농산물,3,41150,의정부시
11335,30838,농산물,3,41150,의정부시
11336,16931,농산물,4,41150,의정부시
11337,30742,수산,3,41171,안양시만안구
11338,28352,농산물,11,41171,안양시만안구
11339,16986,농산물,3,41171,안양시만안구
11340,15008,농산물,3,41171,안양시만안구
11341,25842,농산물,3,41171,안양시만안구
11342,28833,농산물,3,41171,안양시만안구
11343,29360,농산물,5,41171,안양시만안구
11344,2762,농산물,6,41171,안양시만안구
11345,17584,농산물,3,41171,안양시만안구
11346,7992,기타식품,4,41171,안양시만안구
11347,7092,농산물,3,41171,안양시만안구
11348,6557,농산물,3,41171,안양시만안구
11349,4160,농산물,8,41171,안양시만안구
11350,25829,농산물,3,41171,안양시만안구
11351,22796,농산물,3,41171,안양시만안구
11352,17717,농산물,3,41171,안양시만안구
11353,22820,농산물,5,41171,안양시만안구
11354,4439,농산물,3,41171,안양시만안구
11355,26897,농산물,5,41171,안양시만안구
11356,9098,농산물,3,41171,안양시만안구
11357,31575,농산물,11,41171,안양시만안구
11358,30701,음반,3,41171,안양시만안구
11359,17724,농산물,3,41171,안양시만안구
11360,6099,농산물,4,41171,안양시만안구
11361,27420,농산물,8,41171,안양시만안구
11362,12576,농산물,3,41171,안양시만안구
11363,22010,농산물,3,41171,안양시만안구
11364,6232,농산물,3,41171,안양시만안구
11365,12919,농산물,4,41171,안양시만안구
11366,22980,농산물,5,41171,안양시만안구
11367,4254,농산물,3,41171,안양시만안구
11368,12425,농산물,3,41171,안양시만안구
11369,22837,농산물,3,41171,안양시만안구
11370,26457,음료,5,41171,안양시만안구
11371,3445,농산물,4,41171,안양시만안구
11372,5942,농산물,3,41171,안양시만안구
11373,27280,농산물,3,41171,안양시만안구
11374,25223,농산물,3,41171,안양시만안구
11375,24504,농산물,3,41171,안양시만안구
11376,27537,농산물,3,41171,안양시만안구
11377,19950,농산물,3,41171,안양시만안구
11378,20023,농산물,3,41171,안양시만안구
11379,1026,농산물,3,41171,안양시만안구
11380,9352,농산물,3,41171,안양시만안구
11381,19779,농산물,3,41171,안양시만안구
11382,30957,농산물,4,41171,안양시만안구
11383,7828,농산물,11,41171,안양시만안구
11384,30956,농산물,3,41171,안양시만안구
11385,22405,농산물,3,41171,안양시만안구
11386,1679,농산물,3,41171,안양시만안구
11387,21585,농산물,3,41171,안양시만안구
11388,18127,농산물,3,41171,안양시만안구
11389,15928,농산물,6,41171,안양시만안구
11390,27018,농산물,3,41171,안양시만안구
11391,16561,농산물,5,41171,안양시만안구
11392,14161,농산물,3,41171,안양시만안구
11393,5554,농산물,3,41171,안양시만안구
11394,16003,농산물,3,41171,안양시만안구
11395,18025,과자,3,41171,안양시만안구
11396,19457,농산물,3,41171,안양시만안구
11397,14224,농산물,4,41171,안양시만안구
11398,1958,농산물,3,41171,안양시만안구
11399,18373,농산물,3,41171,안양시만안구
11400,18052,농산물,3,41171,안양시만안구
11401,10919,농산물,4,41171,안양시만안구
11402,15229,농산물,3,41171,안양시만안구
11403,2427,농산물,3,41171,안양시만안구
11404,15989,수산,22,41171,안양시만안구
11405,10198,농산물,3,41171,안양시만안구
11406,17879,농산물,3,41171,안양시만안구
11407,10932,농산물,5,41171,안양시만안구
11408,24021,농산물,4,41171,안양시만안구
11409,25021,농산물,4,41171,안양시만안구
11410,14329,축산,15,41171,안양시만안구
11411,24955,농산물,3,41171,안양시만안구
11412,16375,농산물,3,41171,안양시만안구
11413,26937,농산물,3,41171,안양시만안구
11414,7128,농산물,3,41171,안양시만안구
11415,1440,농산물,3,41171,안양시만안구
11416,25625,농산물,5,41171,안양시만안구
11417,11028,가공식품,3,41171,안양시만안구
11418,4499,농산물,3,41171,안양시만안구
11419,25330,농산물,3,41171,안양시만안구
11420,9241,농산물,3,41171,안양시만안구
11421,28556,농산물,3,41171,안양시만안구
11422,6408,농산물,4,41171,안양시만안구
11423,1492,농산물,7,41171,안양시만안구
11424,7549,농산물,3,41171,안양시만안구
11425,15846,농산물,4,41171,안양시만안구
11426,27203,농산물,3,41171,안양시만안구
11427,4836,농산물,3,41171,안양시만안구
11428,6848,농산물,3,41171,안양시만안구
11429,13887,농산물,3,41171,안양시만안구
11430,14400,농산물,4,41171,안양시만안구
11431,25617,농산물,3,41171,안양시만안구
11432,16548,농산물,4,41171,안양시만안구
11433,19873,농산물,4,41171,안양시만안구
11434,1174,농산물,4,41171,안양시만안구
11435,7722,농산물,3,41171,안양시만안구
11436,13335,음반,3,41171,안양시만안구
11437,19055,농산물,4,41171,안양시만안구
11438,17964,농산물,5,41171,안양시만안구
11439,8410,농산물,3,41171,안양시만안구
11440,6137,음료,4,41173,안양시동안구
11441,12613,농산물,5,41173,안양시동안구
11442,10411,농산물,3,41173,안양시동안구
11443,10331,농산물,3,41173,안양시동안구
11444,10407,농산물,3,41173,안양시동안구
11445,7112,농산물,3,41173,안양시동안구
11446,10414,농산물,4,41173,안양시동안구
11447,15961,농산물,3,41173,안양시동안구
11448,25395,농산물,3,41173,안양시동안구
11449,5065,농산물,3,41173,안양시동안구
11450,28409,농산물,3,41173,안양시동안구
11451,16410,농산물,3,41173,안양시동안구
11452,12618,농산물,3,41173,안양시동안구
11453,18530,농산물,3,41173,안양시동안구
11454,465,농산물,3,41173,안양시동안구
11455,3903,농산물,3,41173,안양시동안구
11456,25290,농산물,3,41173,안양시동안구
11457,27469,농산물,3,41173,안양시동안구
11458,20327,농산물,3,41173,안양시동안구
11459,16933,축산,5,41173,안양시동안구
11460,20726,농산물,3,41173,안양시동안구
11461,23952,농산물,3,41173,안양시동안구
11462,16447,농산물,3,41173,안양시동안구
11463,22020,농산물,3,41173,안양시동안구
11464,22006,농산물,3,41173,안양시동안구
11465,453,농산물,3,41173,안양시동안구
11466,13452,기타식품,5,41173,안양시동안구
11467,24777,농산물,3,41173,안양시동안구
11468,23400,농산물,3,41173,안양시동안구
11469,23338,농산물,7,41173,안양시동안구
11470,1132,농산물,3,41173,안양시동안구
11471,467,농산물,3,41173,안양시동안구
11472,16956,농산물,3,41173,안양시동안구
11473,20271,기타식품,10,41173,안양시동안구
